English,POS,Chinese_1,Chinese_2,Example,Course,Date,Correct,Total,srs_interval,srs_ease,srs_due,srs_streak,srs_last_review
study,,書房,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
build,,建造,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
yard,,院子,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
camera,,照相機,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
clean,,打掃,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
balcony,,陽台,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
cassette,,卡式磁帶,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
decorate,,裝飾,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
ceiling,,天花板,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
computer,,電腦,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
design,,設計,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
door,,門,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
dresser,,梳妝檯,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
fix,,修理,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
downstairs,,樓下,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
dryer,,吹風機,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
repair,,修理,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
floor,,地板、樓層,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
sweep,,掃地,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
gate,,大門,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
flashlight,,手電筒,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
wash,,清洗,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
roof,,屋頂,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
freezer,,冷藏箱,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
address,,地址,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
stairs,,樓梯,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
heater,,暖氣,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
road,,馬路,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
upstairs,,樓上,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
machine,,機器,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
street,,街道,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
wall,,牆(壁),,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
microwave,,微波爐,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
window,,窗戶,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
oven,,烤箱,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
furniture,,家具(不可數),,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
radio,,收音機,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
armchair,,扶手椅,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
refrigerator,,冰箱,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
bath,,沐浴,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
speaker,,擴音機,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
bed,,床,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
stove,,爐灶,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
bench,,長凳,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
tape,,錄音帶,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
bookcase,,書架,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
chair,,椅子,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
telephone,,電話,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
closet,,衣櫥(櫃),,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
phone,,電話,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
couch,,長沙發,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
television,,(,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
curtain,,窗簾,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
video,,錄影機(帶),,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
desk,,書桌,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
walkman,,隨身聽,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
drawer,,抽屜,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
printer,,印表機,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
faucet,,水龍頭,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
basket,,籃子,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
lamp,,檯燈,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
brick,,磚塊,,,國小1200-房屋和公寓,2026-03-07,0,0,0,2.5,,0,
college,,大學、學院,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
read,,讀,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
textbook,,教科書,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
repeat,,重複,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
workbook,,習作簿,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
review,,複習,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
kindergarten,,幼稚園,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
backpack,,背包,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
say,,說,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
course,,課程,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
speak,,講,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
university,,大學,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
art,,美術,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
spell,,(用字母)拼字,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
campus,,校園,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
Chinese,,國文,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
classroom,,教室,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
English,,英文,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
talk,,講話,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
guard,,警衛,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
geography,,地理,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
teach,,教,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
gym,,體育館,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
history,,歷史,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
underline,,畫底線,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
playground,,操場,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
biology,,生物,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
understand,,了解,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
library,,圖書館,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
chemistry,,化學,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
write,,寫,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
class,,班級,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
physics,,物理,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
alphabet,,字母表,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
seesaw,,翹翹板,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
language,,語言,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
conversation,,對話,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
slide,,溜滑梯,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
law,,法律,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
board,,板,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
math,,數學,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
exam,,考試,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
blackboard,,黑板,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
mathematics,,數學,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
example,,例子,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
book,,書,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
PE,,體育,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
final,,期末考,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
crayon,,蠟筆,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
grade,,年級,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
diary,,日記,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
science,,自然,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
homework,,功課,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
dictionary,,字典,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
knowledge,,知識,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
envelope,,信封,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
lesson,,課,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
eraser,,擦子、板擦,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
poem,,詩,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
glasses,,眼鏡,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
classmate,,同班同學,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
problem,,問題,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
glue,,膠水,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
friend,,朋友,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
question,,問題,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
ink,,墨水,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
principal,,校長,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
quiz,,小考,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
letter,,信、字母,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
student,,學生,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
record,,記錄,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
magazine,,雜誌,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
teacher,,老師,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
score,,分數,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
map,,地圖,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
answer,,回答,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
story,,故事,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
marker,,簽字筆,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
ask,,問,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
test,,考試,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
notebook,,筆記本,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
behave,,表現、行為舉止,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
vocabulary,,字彙,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
page,,頁,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
explain,,解釋,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
semester,,學期,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
paper,,紙,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
fail,,考不及格,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
pen,,原子筆,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
learn,,學到、學習,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
pencil,,鉛筆,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
listen,,(留心)聽,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
mark,,打分數,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
pass,,及格、通過,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
picture,,圖、照片,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
practice,,練習,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
postcard,,明信片,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
prepare,,準備,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
present,,禮物,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
pronounce,,發音,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
ruler,,尺,,,國小1200-學校,2026-03-07,0,0,0,2.5,,0,
punish,,處罰,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
here,,這裡,,,國小1200-地方與位置,2026-03-07,0,0,0,2.5,,0,
helicopter,,直升機,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
there,,那裏,,,國小1200-地方與位置,2026-03-07,0,0,0,2.5,,0,
jeep,,吉普車,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
position,,位置,,,國小1200-地方與位置,2026-03-07,0,0,0,2.5,,0,
restroom,,洗手間,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
motorcycle,,摩托車,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
restaurant,,餐廳,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
scooter,,輕型機車,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
backward,,往後,,,國小1200-地方與位置,2026-03-07,0,0,0,2.5,,0,
shop,,零售店,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
ship,,船、艦,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
central,,中心的,,,國小1200-地方與位置,2026-03-07,0,0,0,2.5,,0,
tank,,坦克車,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
forward,,往前,,,國小1200-地方與位置,2026-03-07,0,0,0,2.5,,0,
store,,商店,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
taxi,,計程車,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
front,,前面的,,,國小1200-地方與位置,2026-03-07,0,0,0,2.5,,0,
supermarket,,超市,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
train,,火車,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
left,,左邊(的),,,國小1200-地方與位置,2026-03-07,0,0,0,2.5,,0,
temple,,寺廟,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
truck,,貨車,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
middle,,中間的,,,國小1200-地方與位置,2026-03-07,0,0,0,2.5,,0,
theater,,劇院,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
airlines,,航空公司,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
right,,右邊(的),,,國小1200-地方與位置,2026-03-07,0,0,0,2.5,,0,
waterfalls,,瀑布,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
airport,,機場,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
east,,東方(的),,,國小1200-地方與位置,2026-03-07,0,0,0,2.5,,0,
zoo,,動物園,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
west,,西方(的),,,國小1200-地方與位置,2026-03-07,0,0,0,2.5,,0,
city,,城市,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
south,,南方(的),,,國小1200-地方與位置,2026-03-07,0,0,0,2.5,,0,
country,,鄉下,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
station,,車站,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
north,,北方(的),,,國小1200-地方與位置,2026-03-07,0,0,0,2.5,,0,
downtown,,市區、鬧區,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
top,,上面(的),,,國小1200-地方與位置,2026-03-07,0,0,0,2.5,,0,
farm,,農場、農田,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
block,,街區,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
bakery,,麵包店,,,國小1200-地方與位置,2026-03-07,0,0,0,2.5,,0,
place,,地方,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
bridge,,橋,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
bank,,銀行,,,國小1200-地方與位置,2026-03-07,0,0,0,2.5,,0,
town,,城鎮,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
beach,,海邊,,,國小1200-地方與位置,2026-03-07,0,0,0,2.5,,0,
village,,村莊,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
highway,,高速公路,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
bookstore,,書店,,,國小1200-地方與位置,2026-03-07,0,0,0,2.5,,0,
local,,當地的,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
MRT,,捷運,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
buffet,,自助餐館,,,國小1200-地方與位置,2026-03-07,0,0,0,2.5,,0,
international,,國際的,,,國小1200-顏色,2026-03-07,0,0,0,2.5,,0,
overpass,,天橋,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
cafeteria,,自助餐館,,,國小1200-地方與位置,2026-03-07,0,0,0,2.5,,0,
passenger,,乘客,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
church,,教堂,,,國小1200-地方與位置,2026-03-07,0,0,0,2.5,,0,
path,,小徑、道路,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
platform,,月台,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
railroad,,鐵路,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
railway,,鐵路,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
drugstore,,藥局,,,國小1200-地方與位置,2026-03-07,0,0,0,2.5,,0,
sidewalk,,人行道,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
factory,,工廠,,,國小1200-地方與位置,2026-03-07,0,0,0,2.5,,0,
subway,,地下鐵,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
traffic,,交通,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
underpass,,地下道,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
wheel,,輪子,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
hospital,,醫院,,,國小1200-地方與位置,2026-03-07,0,0,0,2.5,,0,
arrive,,抵達,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
hotel,,飯店,,,國小1200-地方與位置,2026-03-07,0,0,0,2.5,,0,
cross,,越過、渡過,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
mall,,購物中心,,,國小1200-地方與位置,2026-03-07,0,0,0,2.5,,0,
drive,,駕駛,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
market,,市場,,,國小1200-地方與位置,2026-03-07,0,0,0,2.5,,0,
fly,,駕駛(飛機),,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
land,,降落,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
airplane,,(,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
ride,,騎,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
ambulance,,救護車,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
museum,,博物館,,,國小1200-地方與位置,2026-03-07,0,0,0,2.5,,0,
bicycle,,(,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
turn,,轉(彎),,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
office,,辦公室,,,國小1200-地方與位置,2026-03-07,0,0,0,2.5,,0,
boat,,小船,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
fast,,速度快的,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
park,,公園,,,國小1200-地方與位置,2026-03-07,0,0,0,2.5,,0,
bus,,公車,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
quick,,迅速的,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
pool,,泳池,,,國小1200-地方與位置,2026-03-07,0,0,0,2.5,,0,
car,,汽車,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
slow,,慢的,,,國小1200-交通運輸,2026-03-07,0,0,0,2.5,,0,
centimeter,,公分,,,國小1200-尺寸與測量單位,2026-03-07,0,0,0,2.5,,0,
bottle,,一瓶,,,國小1200-尺寸與測量單位,2026-03-07,0,0,0,2.5,,0,
gram,,公克,,,國小1200-尺寸與測量單位,2026-03-07,0,0,0,2.5,,0,
inch,,英吋,,,國小1200-尺寸與測量單位,2026-03-07,0,0,0,2.5,,0,
dozen,,一打,,,國小1200-尺寸與測量單位,2026-03-07,0,0,0,2.5,,0,
kilogram,,公斤,,,國小1200-尺寸與測量單位,2026-03-07,0,0,0,2.5,,0,
kilometer,,公里,,,國小1200-尺寸與測量單位,2026-03-07,0,0,0,2.5,,0,
loaf,,一條(吐司),,,國小1200-尺寸與測量單位,2026-03-07,0,0,0,2.5,,0,
liter,,公升,,,國小1200-尺寸與測量單位,2026-03-07,0,0,0,2.5,,0,
pack,,一包(袋),,,國小1200-尺寸與測量單位,2026-03-07,0,0,0,2.5,,0,
meter,,公尺,,,國小1200-尺寸與測量單位,2026-03-07,0,0,0,2.5,,0,
package,,包裹,,,國小1200-尺寸與測量單位,2026-03-07,0,0,0,2.5,,0,
mile,,英哩,,,國小1200-尺寸與測量單位,2026-03-07,0,0,0,2.5,,0,
pair,,一雙,,,國小1200-尺寸與測量單位,2026-03-07,0,0,0,2.5,,0,
pound,,英磅,,,國小1200-尺寸與測量單位,2026-03-07,0,0,0,2.5,,0,
piece,,一片(張、塊),,,國小1200-尺寸與測量單位,2026-03-07,0,0,0,2.5,,0,
size,,尺寸,,,國小1200-尺寸與測量單位,2026-03-07,0,0,0,2.5,,0,
circle,,圓,,,國小1200-尺寸與測量單位,2026-03-07,0,0,0,2.5,,0,
height,,高度,,,國小1200-尺寸與測量單位,2026-03-07,0,0,0,2.5,,0,
dot,,點,,,國小1200-尺寸與測量單位,2026-03-07,0,0,0,2.5,,0,
distance,,距離,,,國小1200-尺寸與測量單位,2026-03-07,0,0,0,2.5,,0,
Christmas,,聖誕節,,,國小1200-節日與節慶,2026-03-07,0,0,0,2.5,,0,
line,,線條、列,,,國小1200-尺寸與測量單位,2026-03-07,0,0,0,2.5,,0,
weight,,重量,,,國小1200-尺寸與測量單位,2026-03-07,0,0,0,2.5,,0,
Easter,,復活節,,,國小1200-節日與節慶,2026-03-07,0,0,0,2.5,,0,
point,,點,,,國小1200-尺寸與測量單位,2026-03-07,0,0,0,2.5,,0,
amount,,數量,,,國小1200-尺寸與測量單位,2026-03-07,0,0,0,2.5,,0,
Halloween,,萬聖節,,,國小1200-節日與節慶,2026-03-07,0,0,0,2.5,,0,
rectangle,,長方形,,,國小1200-尺寸與測量單位,2026-03-07,0,0,0,2.5,,0,
measure,,度量單位,,,國小1200-尺寸與測量單位,2026-03-07,0,0,0,2.5,,0,
row,,排、行列,,,國小1200-尺寸與測量單位,2026-03-07,0,0,0,2.5,,0,
shape,,形狀,,,國小1200-尺寸與測量單位,2026-03-07,0,0,0,2.5,,0,
square,,正方形,,,國小1200-國家和地區,2026-03-07,0,0,0,2.5,,0,
Thanksgiving,,感恩節,,,國小1200-節日與節慶,2026-03-07,0,0,0,2.5,,0,
triangle,,三角形,,,國小1200-國家和地區,2026-03-07,0,0,0,2.5,,0,
big,,大的,,,國小1200-國家和地區,2026-03-07,0,0,0,2.5,,0,
nation,,國家,,,國小1200-國家和地區,2026-03-07,0,0,0,2.5,,0,
culture,,文化,,,國小1200-節日與節慶,2026-03-07,0,0,0,2.5,,0,
deep,,深的,,,國小1200-國家和地區,2026-03-07,0,0,0,2.5,,0,
world,,世界,,,國小1200-國家和地區,2026-03-07,0,0,0,2.5,,0,
custom,,風(習)俗,,,國小1200-節日與節慶,2026-03-07,0,0,0,2.5,,0,
distant,,(距離)遠的,,,國小1200-國家和地區,2026-03-07,0,0,0,2.5,,0,
America,,美國,,,國小1200-國家和地區,2026-03-07,0,0,0,2.5,,0,
festival,,節慶,,,國小1200-節日與節慶,2026-03-07,0,0,0,2.5,,0,
extra,,多(餘)的,,,國小1200-國家和地區,2026-03-07,0,0,0,2.5,,0,
China,,中國,,,國小1200-國家和地區,2026-03-07,0,0,0,2.5,,0,
holiday,,假日,,,國小1200-節日與節慶,2026-03-07,0,0,0,2.5,,0,
far,,遠的,,,國小1200-國家和地區,2026-03-07,0,0,0,2.5,,0,
Taiwan,,台灣,,,國小1200-國家和地區,2026-03-07,0,0,0,2.5,,0,
vacation,,假期,,,國小1200-節日與節慶,2026-03-07,0,0,0,2.5,,0,
high,,高的,,,國小1200-國家和地區,2026-03-07,0,0,0,2.5,,0,
ROC,,中華民國,,,國小1200-國家和地區,2026-03-07,0,0,0,2.5,,0,
memory,,回憶,,,國小1200-節日與節慶,2026-03-07,0,0,0,2.5,,0,
large,,大的,,,國小1200-國家和地區,2026-03-07,0,0,0,2.5,,0,
USA,,美國,,,國小1200-國家和地區,2026-03-07,0,0,0,2.5,,0,
celebrate,,慶祝,,,國小1200-節日與節慶,2026-03-07,0,0,0,2.5,,0,
long,,長的,,,國小1200-國家和地區,2026-03-07,0,0,0,2.5,,0,
low,,低的,,,國小1200-國家和地區,2026-03-07,0,0,0,2.5,,0,
maximum,,最大的,,,國小1200-國家和地區,2026-03-07,0,0,0,2.5,,0,
medium,,中的,,,國小1200-國家和地區,2026-03-07,0,0,0,2.5,,0,
minus,,負的、減的,,,國小1200-國家和地區,2026-03-07,0,0,0,2.5,,0,
narrow,,狹窄的,,,國小1200-國家和地區,2026-03-07,0,0,0,2.5,,0,
plus,,正的、加的,,,國小1200-國家和地區,2026-03-07,0,0,0,2.5,,0,
small,,小的,,,國小1200-國家和地區,2026-03-07,0,0,0,2.5,,0,
straight,,筆直的,,,國小1200-國家和地區,2026-03-07,0,0,0,2.5,,0,
tiny,,極小的,,,國小1200-國家和地區,2026-03-07,0,0,0,2.5,,0,
wide,,寬的,,,國小1200-國家和地區,2026-03-07,0,0,0,2.5,,0,
round,,圓的,,,國小1200-國家和地區,2026-03-07,0,0,0,2.5,,0,
actor,,男演員,,,國小1200-職業,2026-03-07,0,0,0,2.5,,0,
secretary,,秘書,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
weather,,天氣,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
actress,,女演員,,,國小1200-職業,2026-03-07,0,0,0,2.5,,0,
servant,,僕人,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
clear,,晴朗的,,,國小1200-氣候與自然,2026-03-07,0,0,0,2.5,,0,
